learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),F1 Score (percent),F1 Score for class 0 (percent),F1 Score for class 1 (percent),Precision (percent),Precision for class 0 (percent),Precision for class 1 (percent),Recall (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes)
100.0,0.847168093,1.0203527564023104E-7,100.0,78.0,41.36460554371003,51.11111111111111,15.384615384615397,70.7148037714562,85.33333333333334,55.99999999999999,71.27192982456141,84.21052631578947,58.333333333333336,70.16632016632016,86.48648648648648,53.84615384615385,100.0,465568.0
200.0,1.183642606,1.4257025235942046E-7,200.0,74.5,41.64759725400458,36.25000000000001,7.272727272727278,71.25167079861072,81.31868131868131,59.84251968503938,69.74826388888889,86.71875,52.77777777777778,72.82131661442006,76.55172413793103,69.0909090909091,200.0,465672.0
300.0,1.410279232,1.6987825357492806E-7,300.0,73.33333333333333,40.66162290461355,32.203389830508456,1.2345679012345552,71.13475784235376,80.09950248756219,59.59595959595959,69.20274625192657,87.97814207650273,50.427350427350426,73.17774395399967,73.51598173515981,72.8395061728395,300.0,465760.0
400.0,1.551117995,1.868500093776381E-7,400.0,72.0,36.53671804170444,26.315789473684205,-9.803921568627459,69.09828585306133,79.48717948717949,55.905511811023636,67.10526315789474,87.5,46.71052631578947,71.21331754178182,72.81879194630872,69.6078431372549,400.0,465808.0
500.0,1.670843808,2.0127903875008846E-7,500.0,72.2,37.88875384285407,29.797979797979796,-4.5112781954887256,69.7309309436348,79.34621099554235,57.49235474006116,67.8542551041035,87.25490196078431,48.45360824742268,71.71436766302676,72.75204359673025,70.67669172932331,500.0,465856.0
600.0,1.787894006,2.1538754826150628E-7,600.0,72.83333333333334,38.92386091127099,30.93220338983052,-4.487179487179462,70.32531412187505,79.95079950799507,57.88113695090439,68.28036462182804,88.07588075880759,48.484848484848484,72.49653499653499,73.1981981981982,71.7948717948718,600.0,465920.0
700.0,1.913084137,2.3047874969733464E-7,700.0,72.57142857142857,37.86120486384022,29.927007299270088,-3.783783783783788,69.60185519102622,79.83193277310924,57.14285714285715,67.81286163002149,86.95652173913044,48.669201520912544,71.48779847808974,73.7864077669903,69.1891891891892,700.0,465968.0
800.0,2.049010059,2.468643918440967E-7,800.0,72.75,38.44633466276075,29.22077922077923,-5.31400966183572,70.05012070940235,79.96323529411765,57.421875,68.03775459513164,87.87878787878788,48.19672131147541,72.18515531441699,73.35581787521079,71.01449275362319,800.0,465976.0
900.0,2.215928857,2.6698928236751714E-7,900.0,72.44444444444444,37.676958903650586,27.485380116959067,-7.359307359307341,69.68025485551337,79.7716150081566,56.794425087108,67.65680368069259,87.79174147217235,47.521865889212826,71.82847048317899,73.09417040358744,70.56277056277057,900.0,466048.0
1000.0,2.386874655,2.8760252632544066E-7,1000.0,71.6,35.45454545454545,22.404371584699444,-13.600000000000012,68.61109600352034,79.27007299270075,54.920634920634924,66.553480475382,87.58064516129032,45.526315789473685,70.8,72.39999999999999,69.19999999999999,1000.0,466112.0
1100.0,2.543647731,3.065087205009721E-7,1100.0,72.18181818181819,36.6120794853639,23.88059701492537,-10.071942446043188,69.12923112159018,79.70822281167109,55.78034682080926,67.11384346699343,87.60932944606414,46.61835748792271,71.26940783139912,73.11435523114356,69.42446043165468,1100.0,466160.0
1200.0,2.702169387,3.25627754763669E-7,1200.0,71.33333333333334,35.09433962264152,21.100917431192663,-14.66666666666665,68.46292782185236,79.02439024390245,54.73684210526315,66.3924794359577,87.56756756756758,45.21739130434783,70.66666666666667,72.0,69.33333333333334,1200.0,466208.0
1300.0,2.90057367,3.495594302958933E-7,1300.0,71.76923076923077,35.82259001786369,22.24576271186442,-15.408805031446542,68.92311177696322,79.43977591036415,54.969325153374236,66.68216020907512,88.29389788293898,45.07042253521127,71.31992212017573,72.19959266802444,70.44025157232704,1300.0,466256.0
1400.0,3.098208131,3.734023395670226E-7,1400.0,71.85714285714285,36.17735198491211,22.745098039215684,-14.20289855072465,69.09482160435036,79.4577685088634,55.32879818594104,66.86712800826876,88.29663962920047,45.43761638733706,71.47606291640909,72.22748815165878,70.72463768115942,1400.0,466336.0
1460.0,3.182122641,3.835262556324258E-7,1460.0,71.64383561643835,35.91752524856291,22.47191011235955,-14.049586776859528,68.94672826676663,79.23771313941826,55.291576673866096,66.77102082924927,88.07134894091416,45.47069271758437,71.26900060520678,72.01458523245215,70.52341597796143,1460.0,466352.0
